2024-08-28 14:24:54; 2024-08-28; 14:24:54.898965; [5] PING; 14:24:54.898965; [5]/[5] PING PONG
2024-08-28 14:24:56; 2024-08-28; 14:24:56.429008; [6] PING; 14:24:56.429008; [6]/[6] PING PONG
2024-08-28 14:24:57; 2024-08-28; 14:24:57.903194; [7] PING; 14:24:57.903194; [7]/[7] PING PONG
2024-08-28 14:25:00; 2024-08-28; 14:25:00.382253; [8] PING; 14:25:00.382253; [8]/[8] PING PONG
2024-08-28 14:25:00; 2024-08-28; 14:25:00.681789; [9] PING; 14:25:00.681789; [9]/[9] PING PONG
2024-08-28 14:25:02; 2024-08-28; 14:25:02.049788; [10] PING; 14:25:02.049788; [10]/[10] PING PONG
2024-08-28 14:25:03; 2024-08-28; 14:25:03.573146; [11] PING; 14:25:03.573146; [11]/[11] PING PONG
2024-08-28 14:25:06; 2024-08-28; 14:25:06.428356; [12] PING; 14:25:06.428356; [12]/[12] PING PONG
2024-08-28 14:25:07; 2024-08-28; 14:25:07.518671; [13] PING; 14:25:07.518671; [13]/[13] PING PONG
2024-08-28 14:25:10; 2024-08-28; 14:25:10.542950; [14] PING; 14:25:10.542950; [14]/[14] PING PONG
2024-08-28 14:25:11; 2024-08-28; 14:25:11.744832; [15] PING; 14:25:11.744832; [15]/[15] PING PONG
2024-08-28 14:25:12; 2024-08-28; 14:25:12.774482; [16] PING; 14:25:12.774482; [16]/[16] PING PONG
2024-08-28 14:25:15; 2024-08-28; 14:25:15.364766; [17] PING; (проигнорировано)
2024-08-28 14:25:18; 2024-08-28; 14:25:18.467855; [18] PING; 14:25:18.467855; [17]/[18] PING PONG
2024-08-28 14:25:21; 2024-08-28; 14:25:21.691618; [19] PING; 14:25:21.691618; [18]/[19] PING PONG
2024-08-28 14:25:22; 2024-08-28; 14:25:22.744926; [20] PING; 14:25:22.744926; [19]/[20] PING PONG
2024-08-28 14:25:24; 2024-08-28; 14:25:24.823333; [21] PING; (проигнорировано)
2024-08-28 14:25:28; 2024-08-28; 14:25:28.407506; [22] PING; 14:25:28.407506; [20]/[22] PING PONG
2024-08-28 14:25:29; 2024-08-28; 14:25:29.137227; [23] PING; (проигнорировано)
2024-08-28 14:25:31; 2024-08-28; 14:25:31.577499; [24] PING; (проигнорировано)
2024-08-28 14:25:36; 2024-08-28; 14:25:36.069387; [25] PING; 14:25:36.069387; [21]/[25] PING PONG
2024-08-28 14:25:38; 2024-08-28; 14:25:38.634525; [26] PING; 14:25:38.634525; [22]/[26] PING PONG
2024-08-28 14:25:41; 2024-08-28; 14:25:41.299192; [27] PING; 14:25:41.299192; [23]/[27] PING PONG
2024-08-28 14:25:43; 2024-08-28; 14:25:43.397976; [28] PING; 14:25:43.397976; [24]/[28] PING PONG
2024-08-28 14:25:46; 2024-08-28; 14:25:46.023661; [29] PING; 14:25:46.023661; [25]/[29] PING PONG
2024-08-28 14:25:47; 2024-08-28; 14:25:47.228739; [30] PING; 14:25:47.228739; [26]/[30] PING PONG
2024-08-28 14:25:48; 2024-08-28; 14:25:48.984911; [31] PING; 14:25:48.984911; [27]/[31] PING PONG
2024-08-28 14:25:49; 2024-08-28; 14:25:49.771530; [32] PING; 14:25:49.771530; [28]/[32] PING PONG
2024-08-28 14:25:53; 2024-08-28; 14:25:53.304588; [33] PING; 14:25:53.304588; [29]/[33] PING PONG
2024-08-28 14:25:55; 2024-08-28; 14:25:55.156532; [34] PING; 14:25:55.156532; [30]/[34] PING PONG
2024-08-28 14:25:55; 2024-08-28; 14:25:55.708908; [35] PING; 14:25:55.708908; [31]/[35] PING PONG
2024-08-28 14:25:58; 2024-08-28; 14:25:58.573512; [36] PING; 14:25:58.573512; [32]/[36] PING PONG
2024-08-28 14:25:59; 2024-08-28; 14:25:59.776899; [37] PING; 14:25:59.776899; [33]/[37] PING PONG
2024-08-28 14:26:01; 2024-08-28; 14:26:01.963182; [38] PING; 14:26:01.963182; [34]/[38] PING PONG
2024-08-28 14:26:03; 2024-08-28; 14:26:03.006628; [39] PING; 14:26:03.006628; [35]/[39] PING PONG
2024-08-28 14:26:04; 2024-08-28; 14:26:04.528623; [40] PING; 14:26:04.528623; [36]/[40] PING PONG
2024-08-28 14:26:05; 2024-08-28; 14:26:05.349775; [41] PING; (проигнорировано)
2024-08-28 14:26:08; 2024-08-28; 14:26:08.837366; [42] PING; 14:26:08.837366; [37]/[42] PING PONG
2024-08-28 14:26:11; 2024-08-28; 14:26:11.909560; [43] PING; 14:26:11.909560; [38]/[43] PING PONG
2024-08-28 14:26:12; 2024-08-28; 14:26:12.571612; [44] PING; 14:26:12.571612; [39]/[44] PING PONG
2024-08-28 14:26:13; 2024-08-28; 14:26:13.900155; [45] PING; 14:26:13.900155; [40]/[45] PING PONG
2024-08-28 14:26:15; 2024-08-28; 14:26:15.771102; [46] PING; 14:26:15.771102; [41]/[46] PING PONG
2024-08-28 14:26:18; 2024-08-28; 14:26:18.100911; [47] PING; 14:26:18.100911; [42]/[47] PING PONG
2024-08-28 14:26:19; 2024-08-28; 14:26:19.606870; [48] PING; 14:26:19.606870; [43]/[48] PING PONG
2024-08-28 14:26:21; 2024-08-28; 14:26:21.814477; [49] PING; 14:26:21.814477; [44]/[49] PING PONG
2024-08-28 14:26:22; 2024-08-28; 14:26:22.955679; [50] PING; 14:26:22.955679; [45]/[50] PING PONG
2024-08-28 14:26:24; 2024-08-28; 14:26:24.458518; [51] PING; (проигнорировано)
2024-08-28 14:26:27; 2024-08-28; 14:26:27.450185; [52] PING; 14:26:27.450185; [46]/[52] PING PONG
2024-08-28 14:26:28; 2024-08-28; 14:26:28.456879; [53] PING; 14:26:28.456879; [47]/[53] PING PONG
2024-08-28 14:26:30; 2024-08-28; 14:26:30.160109; [54] PING; 14:26:30.160109; [48]/[54] PING PONG
2024-08-28 14:26:33; 2024-08-28; 14:26:33.045628; [55] PING; 14:26:33.045628; [49]/[55] PING PONG
2024-08-28 14:26:35; 2024-08-28; 14:26:35.072646; [56] PING; 14:26:35.072646; [50]/[56] PING PONG
2024-08-28 14:26:36; 2024-08-28; 14:26:36.307156; [57] PING; 14:26:36.307156; [51]/[57] PING PONG
2024-08-28 14:26:39; 2024-08-28; 14:26:39.239081; [58] PING; 14:26:39.239081; [52]/[58] PING PONG
2024-08-28 14:26:39; 2024-08-28; 14:26:39.537359; [59] PING; 14:26:39.537359; [53]/[59] PING PONG
2024-08-28 14:26:39; 2024-08-28; 14:26:39.978785; [60] PING; (проигнорировано)
2024-08-28 14:26:41; 2024-08-28; 14:26:41.657619; [61] PING; 14:26:41.657619; [54]/[61] PING PONG
2024-08-28 14:26:44; 2024-08-28; 14:26:44.311089; [62] PING; 14:26:44.311089; [55]/[62] PING PONG
2024-08-28 14:26:46; 2024-08-28; 14:26:46.645414; [63] PING; (проигнорировано)
2024-08-28 14:26:48; 2024-08-28; 14:26:48.651778; [64] PING; 14:26:48.651778; [56]/[64] PING PONG
2024-08-28 14:26:50; 2024-08-28; 14:26:50.127307; [65] PING; 14:26:50.127307; [57]/[65] PING PONG
2024-08-28 14:26:52; 2024-08-28; 14:26:52.227382; [66] PING; (проигнорировано)
2024-08-28 14:26:55; 2024-08-28; 14:26:55.330247; [67] PING; 14:26:55.330247; [58]/[67] PING PONG
2024-08-28 14:26:57; 2024-08-28; 14:26:57.092596; [68] PING; 14:26:57.092596; [59]/[68] PING PONG
2024-08-28 14:26:57; 2024-08-28; 14:26:57.955243; [69] PING; 14:26:57.955243; [60]/[69] PING PONG
2024-08-28 14:26:58; 2024-08-28; 14:26:58.599539; [70] PING; 14:26:58.599539; [61]/[70] PING PONG
2024-08-28 14:26:59; 2024-08-28; 14:26:59.467343; [71] PING; 14:26:59.467343; [62]/[71] PING PONG
2024-08-28 14:26:59; 2024-08-28; 14:26:59.782325; [72] PING; 14:26:59.782325; [63]/[72] PING PONG
2024-08-28 14:27:02; 2024-08-28; 14:27:02.265915; [73] PING; 14:27:02.265915; [64]/[73] PING PONG
2024-08-28 14:27:04; 2024-08-28; 14:27:04.537773; [74] PING; 14:27:04.537773; [65]/[74] PING PONG
2024-08-28 14:27:07; 2024-08-28; 14:27:07.110175; [75] PING; 14:27:07.110175; [66]/[75] PING PONG
2024-08-28 14:27:08; 2024-08-28; 14:27:08.220616; [76] PING; 14:27:08.220616; [67]/[76] PING PONG
2024-08-28 14:27:10; 2024-08-28; 14:27:10.530150; [77] PING; 14:27:10.530150; [68]/[77] PING PONG
2024-08-28 14:27:13; 2024-08-28; 14:27:13.145940; [78] PING; 14:27:13.145940; [69]/[78] PING PONG
2024-08-28 14:27:13; 2024-08-28; 14:27:13.970929; [79] PING; 14:27:13.970929; [70]/[79] PING PONG
2024-08-28 14:27:15; 2024-08-28; 14:27:15.663138; [80] PING; 14:27:15.663138; [71]/[80] PING PONG
2024-08-28 14:27:16; 2024-08-28; 14:27:16.595865; [81] PING; 14:27:16.596887; [72]/[81] PING PONG
2024-08-28 14:27:18; 2024-08-28; 14:27:18.554945; [82] PING; 14:27:18.554945; [73]/[82] PING PONG
2024-08-28 14:27:18; 2024-08-28; 14:27:18.837988; [83] PING; 14:27:18.837988; [74]/[83] PING PONG
2024-08-28 14:27:21; 2024-08-28; 14:27:21.303424; [84] PING; 14:27:21.303424; [75]/[84] PING PONG
2024-08-28 14:27:22; 2024-08-28; 14:27:22.169831; [85] PING; 14:27:22.169831; [76]/[85] PING PONG
2024-08-28 14:27:22; 2024-08-28; 14:27:22.693666; [86] PING; 14:27:22.693666; [77]/[86] PING PONG
2024-08-28 14:27:23; 2024-08-28; 14:27:23.687974; [87] PING; 14:27:23.687974; [78]/[87] PING PONG
2024-08-28 14:27:24; 2024-08-28; 14:27:24.524822; [88] PING; 14:27:24.524822; [79]/[88] PING PONG
2024-08-28 14:27:26; 2024-08-28; 14:27:26.629964; [89] PING; 14:27:26.629964; [80]/[89] PING PONG
2024-08-28 14:27:27; 2024-08-28; 14:27:27.675380; [90] PING; 14:27:27.675380; [81]/[90] PING PONG
2024-08-28 14:27:29; 2024-08-28; 14:27:29.664327; [91] PING; 14:27:29.664327; [82]/[91] PING PONG
2024-08-28 14:27:31; 2024-08-28; 14:27:31.722853; [92] PING; 14:27:31.722853; [83]/[92] PING PONG
2024-08-28 14:27:33; 2024-08-28; 14:27:33.417433; [93] PING; 14:27:33.417433; [84]/[93] PING PONG
2024-08-28 14:27:34; 2024-08-28; 14:27:34.973658; [94] PING; 14:27:34.973658; [85]/[94] PING PONG
2024-08-28 14:27:36; 2024-08-28; 14:27:36.618828; [95] PING; (проигнорировано)
2024-08-28 14:27:38; 2024-08-28; 14:27:38.580487; [96] PING; 14:27:38.580487; [86]/[96] PING PONG
2024-08-28 14:27:41; 2024-08-28; 14:27:41.858649; [97] PING; 14:27:41.858649; [87]/[97] PING PONG
2024-08-28 14:27:42; 2024-08-28; 14:27:42.365449; [98] PING; 14:27:42.365449; [88]/[98] PING PONG
2024-08-28 14:27:44; 2024-08-28; 14:27:44.809252; [99] PING; 14:27:44.809252; [89]/[99] PING PONG
2024-08-28 14:27:45; 2024-08-28; 14:27:45.564618; [100] PING; 14:27:45.564618; [90]/[100] PING PONG
2024-08-28 14:27:48; 2024-08-28; 14:27:48.374592; [101] PING; 14:27:48.374592; [91]/[101] PING PONG
2024-08-28 14:27:49; 2024-08-28; 14:27:49.763173; [102] PING; 14:27:49.763173; [92]/[102] PING PONG
2024-08-28 14:27:52; 2024-08-28; 14:27:52.435829; [103] PING; 14:27:52.435829; [93]/[103] PING PONG
2024-08-28 14:27:54; 2024-08-28; 14:27:54.603151; [104] PING; 14:27:54.603151; [94]/[104] PING PONG
2024-08-28 14:27:57; 2024-08-28; 14:27:57.218888; [105] PING; 14:27:57.218888; [95]/[105] PING PONG
2024-08-28 14:27:59; 2024-08-28; 14:27:59.080178; [106] PING; 14:27:59.080178; [96]/[106] PING PONG
2024-08-28 14:28:00; 2024-08-28; 14:28:00.533209; [107] PING; 14:28:00.533209; [97]/[107] PING PONG
2024-08-28 14:28:02; 2024-08-28; 14:28:02.893466; [108] PING; 14:28:02.893466; [98]/[108] PING PONG
2024-08-28 14:28:03; 2024-08-28; 14:28:03.587976; [109] PING; 14:28:03.587976; [99]/[109] PING PONG
2024-08-28 14:28:04; 2024-08-28; 14:28:04.776516; [110] PING; 14:28:04.776516; [100]/[110] PING PONG
2024-08-28 14:28:07; 2024-08-28; 14:28:07.151631; [111] PING; 14:28:07.151631; [101]/[111] PING PONG
2024-08-28 14:28:08; 2024-08-28; 14:28:08.765065; [112] PING; 14:28:08.765065; [102]/[112] PING PONG
2024-08-28 14:28:10; 2024-08-28; 14:28:10.892593; [113] PING; 14:28:10.892593; [103]/[113] PING PONG
2024-08-28 14:28:11; 2024-08-28; 14:28:11.524094; [114] PING; 14:28:11.524094; [104]/[114] PING PONG
2024-08-28 14:28:12; 2024-08-28; 14:28:12.511849; [115] PING; 14:28:12.511849; [105]/[115] PING PONG
2024-08-28 14:28:12; 2024-08-28; 14:28:12.855563; [116] PING; 14:28:12.855563; [106]/[116] PING PONG
2024-08-28 14:28:14; 2024-08-28; 14:28:14.236520; [117] PING; 14:28:14.236520; [107]/[117] PING PONG
2024-08-28 14:28:14; 2024-08-28; 14:28:14.727400; [118] PING; 14:28:14.727400; [108]/[118] PING PONG
2024-08-28 14:28:17; 2024-08-28; 14:28:17.056946; [119] PING; 14:28:17.056946; [109]/[119] PING PONG
2024-08-28 14:28:18; 2024-08-28; 14:28:18.623310; [120] PING; 14:28:18.623310; [110]/[120] PING PONG
2024-08-28 14:28:20; 2024-08-28; 14:28:20.784322; [121] PING; 14:28:20.784322; [111]/[121] PING PONG
2024-08-28 14:28:21; 2024-08-28; 14:28:21.702527; [122] PING; 14:28:21.702527; [112]/[122] PING PONG
2024-08-28 14:28:22; 2024-08-28; 14:28:22.789776; [123] PING; 14:28:22.789776; [113]/[123] PING PONG
2024-08-28 14:28:23; 2024-08-28; 14:28:23.577583; [124] PING; (проигнорировано)
2024-08-28 14:28:24; 2024-08-28; 14:28:24.098973; [125] PING; (проигнорировано)
2024-08-28 14:28:25; 2024-08-28; 14:28:25.949029; [126] PING; 14:28:25.949029; [114]/[126] PING PONG
2024-08-28 14:28:26; 2024-08-28; 14:28:26.571292; [127] PING; 14:28:26.571292; [115]/[127] PING PONG
2024-08-28 14:28:28; 2024-08-28; 14:28:28.348240; [128] PING; 14:28:28.348240; [116]/[128] PING PONG
2024-08-28 14:28:29; 2024-08-28; 14:28:29.707818; [129] PING; 14:28:29.707818; [117]/[129] PING PONG
2024-08-28 14:28:31; 2024-08-28; 14:28:31.663982; [130] PING; 14:28:31.663982; [118]/[130] PING PONG
2024-08-28 14:28:34; 2024-08-28; 14:28:34.305973; [131] PING; 14:28:34.305973; [119]/[131] PING PONG
2024-08-28 14:28:34; 2024-08-28; 14:28:34.936575; [132] PING; 14:28:34.936575; [120]/[132] PING PONG
2024-08-28 14:28:36; 2024-08-28; 14:28:36.036458; [133] PING; 14:28:36.036458; [121]/[133] PING PONG
2024-08-28 14:28:36; 2024-08-28; 14:28:36.274788; [134] PING; 14:28:36.274788; [122]/[134] PING PONG
2024-08-28 14:28:37; 2024-08-28; 14:28:37.113505; [135] PING; 14:28:37.113505; [123]/[135] PING PONG
2024-08-28 14:28:39; 2024-08-28; 14:28:39.600807; [136] PING; 14:28:39.600807; [124]/[136] PING PONG
2024-08-28 14:28:40; 2024-08-28; 14:28:40.837207; [137] PING; 14:28:40.837207; [125]/[137] PING PONG
2024-08-28 14:28:44; 2024-08-28; 14:28:44.178269; [138] PING; 14:28:44.178269; [126]/[138] PING PONG
2024-08-28 14:28:45; 2024-08-28; 14:28:45.115505; [139] PING; (проигнорировано)
2024-08-28 14:28:48; 2024-08-28; 14:28:48.714421; [140] PING; 14:28:48.714421; [127]/[140] PING PONG
2024-08-28 14:28:51; 2024-08-28; 14:28:51.344275; [141] PING; 14:28:51.344275; [128]/[141] PING PONG
2024-08-28 14:28:54; 2024-08-28; 14:28:54.004211; [142] PING; (проигнорировано)
2024-08-28 14:28:57; 2024-08-28; 14:28:57.302610; [143] PING; 14:28:57.302610; [129]/[143] PING PONG
2024-08-28 14:28:58; 2024-08-28; 14:28:58.991312; [144] PING; 14:28:58.991312; [130]/[144] PING PONG
2024-08-28 14:29:00; 2024-08-28; 14:29:00.602030; [145] PING; (проигнорировано)
2024-08-28 14:29:01; 2024-08-28; 14:29:01.749719; [146] PING; 14:29:01.749719; [131]/[146] PING PONG
2024-08-28 14:29:03; 2024-08-28; 14:29:03.027762; [147] PING; 14:29:03.027762; [132]/[147] PING PONG
2024-08-28 14:29:05; 2024-08-28; 14:29:05.110361; [148] PING; 14:29:05.110361; [133]/[148] PING PONG
2024-08-28 14:29:07; 2024-08-28; 14:29:07.799998; [149] PING; 14:29:07.799998; [134]/[149] PING PONG
2024-08-28 14:29:08; 2024-08-28; 14:29:08.556104; [150] PING; 14:29:08.556104; [135]/[150] PING PONG
2024-08-28 14:29:10; 2024-08-28; 14:29:10.110951; [151] PING; 14:29:10.110951; [136]/[151] PING PONG
2024-08-28 14:29:11; 2024-08-28; 14:29:11.474776; [152] PING; 14:29:11.474776; [137]/[152] PING PONG
2024-08-28 14:29:14; 2024-08-28; 14:29:14.170460; [153] PING; 14:29:14.170460; [138]/[153] PING PONG
2024-08-28 14:29:16; 2024-08-28; 14:29:16.551176; [154] PING; 14:29:16.551176; [139]/[154] PING PONG
2024-08-28 14:29:17; 2024-08-28; 14:29:17.813184; [155] PING; 14:29:17.813184; [140]/[155] PING PONG
2024-08-28 14:29:20; 2024-08-28; 14:29:20.005540; [156] PING; (проигнорировано)
2024-08-28 14:29:22; 2024-08-28; 14:29:22.901735; [157] PING; 14:29:22.901735; [141]/[157] PING PONG
2024-08-28 14:29:25; 2024-08-28; 14:29:25.872750; [158] PING; 14:29:25.872750; [142]/[158] PING PONG
2024-08-28 14:29:26; 2024-08-28; 14:29:26.397837; [159] PING; 14:29:26.397837; [143]/[159] PING PONG
2024-08-28 14:29:28; 2024-08-28; 14:29:28.115115; [160] PING; 14:29:28.115115; [144]/[160] PING PONG
2024-08-28 14:29:29; 2024-08-28; 14:29:29.961122; [161] PING; 14:29:29.961122; [145]/[161] PING PONG
2024-08-28 14:29:31; 2024-08-28; 14:29:31.783932; [162] PING; 14:29:31.783932; [146]/[162] PING PONG
2024-08-28 14:29:32; 2024-08-28; 14:29:32.417441; [163] PING; 14:29:32.417441; [147]/[163] PING PONG
2024-08-28 14:29:33; 2024-08-28; 14:29:33.729356; [164] PING; 14:29:33.729356; [148]/[164] PING PONG
2024-08-28 14:29:35; 2024-08-28; 14:29:35.220131; [165] PING; 14:29:35.220131; [149]/[165] PING PONG
2024-08-28 14:29:36; 2024-08-28; 14:29:36.888485; [166] PING; 14:29:36.888485; [150]/[166] PING PONG
2024-08-28 14:29:37; 2024-08-28; 14:29:37.641575; [167] PING; 14:29:37.641575; [151]/[167] PING PONG
2024-08-28 14:29:39; 2024-08-28; 14:29:39.711064; [168] PING; 14:29:39.711064; [152]/[168] PING PONG
2024-08-28 14:31:08; 2024-08-28; 14:31:08.206986; [0] PING; 14:31:08.206986; [0]/[0] PING PONG
2024-08-28 14:31:08; 2024-08-28; 14:31:08.522289; [0] PING; 14:31:08.522289; [0]/[0] PING PONG
2024-08-28 14:31:09; 2024-08-28; 14:31:09.375278; [1] PING; 14:31:09.375278; [1]/[1] PING PONG
2024-08-28 14:31:10; 2024-08-28; 14:31:10.086614; [1] PING; 14:31:10.086614; [1]/[1] PING PONG
2024-08-28 14:31:12; 2024-08-28; 14:31:12.360952; [2] PING; 14:31:12.360952; [2]/[2] PING PONG
2024-08-28 14:31:13; 2024-08-28; 14:31:13.085685; [2] PING; 14:31:13.085685; [2]/[2] PING PONG
2024-08-28 14:31:14; 2024-08-28; 14:31:14.384026; [3] PING; 14:31:14.384026; [3]/[3] PING PONG
2024-08-28 14:31:15; 2024-08-28; 14:31:15.463853; [3] PING; 14:31:15.463853; [3]/[3] PING PONG
2024-08-28 14:31:15; 2024-08-28; 14:31:15.699294; [4] PING; 14:31:15.699294; [4]/[4] PING PONG
2024-08-28 14:31:17; 2024-08-28; 14:31:17.071051; [5] PING; 14:31:17.071051; [5]/[5] PING PONG
2024-08-28 14:31:18; 2024-08-28; 14:31:18.088290; [4] PING; 14:31:18.088290; [4]/[4] PING PONG
2024-08-28 14:31:18; 2024-08-28; 14:31:18.594716; [6] PING; 14:31:18.594716; [6]/[6] PING PONG
2024-08-28 14:31:20; 2024-08-28; 14:31:20.333643; [7] PING; 14:31:20.333643; [7]/[7] PING PONG
2024-08-28 14:31:20; 2024-08-28; 14:31:20.724475; [5] PING; 14:31:20.724475; [5]/[5] PING PONG
2024-08-28 14:31:21; 2024-08-28; 14:31:21.817905; [8] PING; 14:31:21.817905; [8]/[8] PING PONG
2024-08-28 14:31:23; 2024-08-28; 14:31:23.376368; [6] PING; 14:31:23.376368; [6]/[6] PING PONG
2024-08-28 14:31:24; 2024-08-28; 14:31:24.802041; [7] PING; 14:31:24.802041; [7]/[7] PING PONG
2024-08-28 14:31:24; 2024-08-28; 14:31:24.881577; [9] PING; 14:31:24.881577; [9]/[9] PING PONG
2024-08-28 14:31:26; 2024-08-28; 14:31:26.387809; [8] PING; 14:31:26.387809; [8]/[8] PING PONG
2024-08-28 14:31:28; 2024-08-28; 14:31:28.136902; [10] PING; 14:31:28.136902; [10]/[10] PING PONG
2024-08-28 14:31:28; 2024-08-28; 14:31:28.645469; [9] PING; 14:31:28.645469; [9]/[9] PING PONG
2024-08-28 14:31:29; 2024-08-28; 14:31:29.939276; [10] PING; 14:31:29.939276; [10]/[10] PING PONG
2024-08-28 14:31:31; 2024-08-28; 14:31:31.413810; [11] PING; 14:31:31.413810; [11]/[11] PING PONG
2024-08-28 14:31:32; 2024-08-28; 14:31:32.324356; [11] PING; 14:31:32.324356; [11]/[11] PING PONG
2024-08-28 14:31:32; 2024-08-28; 14:31:32.957718; [12] PING; 14:31:32.957718; [12]/[12] PING PONG
2024-08-28 14:31:34; 2024-08-28; 14:31:34.040139; [12] PING; 14:31:34.040139; [12]/[12] PING PONG
2024-08-28 14:31:35; 2024-08-28; 14:31:35.188664; [13] PING; 14:31:35.188664; [13]/[13] PING PONG
2024-08-28 14:31:35; 2024-08-28; 14:31:35.487374; [13] PING; 14:31:35.487374; [13]/[13] PING PONG
2024-08-28 14:31:36; 2024-08-28; 14:31:36.122899; [14] PING; 14:31:36.122899; [14]/[14] PING PONG
2024-08-28 14:31:36; 2024-08-28; 14:31:36.379589; [14] PING; 14:31:36.379589; [14]/[14] PING PONG
2024-08-28 14:31:37; 2024-08-28; 14:31:37.232115; [15] PING; 14:31:37.232115; [15]/[15] PING PONG
2024-08-28 14:31:37; 2024-08-28; 14:31:37.609441; [16] PING[17] PING; 14:31:37.609441; [16]/[16] PING[17] PING PONG
2024-08-28 14:31:38; 2024-08-28; 14:31:38.195663; [18] PING; 14:31:38.195663; [17]/[18] PING PONG
2024-08-28 14:31:38; 2024-08-28; 14:31:38.243655; [15] PING; 14:31:38.243655; [15]/[15] PING PONG
2024-08-28 14:31:39; 2024-08-28; 14:31:39.045855; [16] PING; 14:31:39.045855; [16]/[16] PING PONG
2024-08-28 14:31:40; 2024-08-28; 14:31:40.248235; [19] PING; 14:31:40.248235; [18]/[19] PING PONG
2024-08-28 14:31:40; 2024-08-28; 14:31:40.781444; [17] PING; (проигнорировано)
2024-08-28 14:31:41; 2024-08-28; 14:31:41.754376; [20] PING; 14:31:41.754376; [19]/[20] PING PONG
2024-08-28 14:31:41; 2024-08-28; 14:31:41.943421; [21] PING; 14:31:41.943421; [20]/[21] PING PONG
2024-08-28 14:31:42; 2024-08-28; 14:31:42.516108; [22] PING; 14:31:42.516108; [21]/[22] PING PONG
2024-08-28 14:31:43; 2024-08-28; 14:31:43.148619; [23] PING; 14:31:43.148619; [22]/[23] PING PONG
2024-08-28 14:31:43; 2024-08-28; 14:31:43.494342; [18] PING; (проигнорировано)
2024-08-28 14:31:43; 2024-08-28; 14:31:43.585804; [24] PING; 14:31:43.585804; [23]/[24] PING PONG
2024-08-28 14:31:44; 2024-08-28; 14:31:44.903972; [25] PING; 14:31:44.903972; [24]/[25] PING PONG
2024-08-28 14:31:46; 2024-08-28; 14:31:46.739670; [19] PING; 14:31:46.739670; [17]/[19] PING PONG
2024-08-28 14:31:47; 2024-08-28; 14:31:47.099793; [26] PING; 14:31:47.099793; [25]/[26] PING PONG
2024-08-28 14:31:48; 2024-08-28; 14:31:48.085564; [27] PING; 14:31:48.085564; [26]/[27] PING PONG
2024-08-28 14:31:48; 2024-08-28; 14:31:48.194903; [20] PING; 14:31:48.194903; [18]/[20] PING PONG
2024-08-28 14:31:49; 2024-08-28; 14:31:49.299723; [28] PING; 14:31:49.299723; [27]/[28] PING PONG
2024-08-28 14:31:49; 2024-08-28; 14:31:49.995781; [21] PING; 14:31:49.995781; [19]/[21] PING PONG
2024-08-28 14:31:51; 2024-08-28; 14:31:51.335818; [29] PING; 14:31:51.335818; [28]/[29] PING PONG
2024-08-28 14:31:52; 2024-08-28; 14:31:52.014388; [30] PING; 14:31:52.014388; [29]/[30] PING PONG
2024-08-28 14:31:52; 2024-08-28; 14:31:52.721062; [22] PING; 14:31:52.721062; [20]/[22] PING PONG
2024-08-28 14:31:53; 2024-08-28; 14:31:53.846868; [23] PING; (проигнорировано)
